Crashed,Rewards
True,274.8117052054655
True,389.347387172191
True,520.9711179334494
True,656.8238632074123
True,679.3735805732294
True,725.2694001199294
True,867.539395152878
True,27.574790578969008
True,40.960519594143065
True,90.23024403024992
True,122.13000449842919
True,144.03828595649048
True,165.2721497044841
True,262.5729022429597
True,275.39048411110895
True,285.3967076359512
True,331.1819094253095
True,340.59257837799254
True,357.5322191375611
True,411.8876848486278
True,429.56124389715325
True,453.01093970028114
True,480.22321305692753
True,508.0575672204333
True,531.4163368777979
True,542.0072684463292
True,25.93470295230696
True,55.652790200556645
True,108.49543149798559
True,123.51500982403174
True,148.61396001077065
True,165.17304314813913
True,173.8527379263651
True,181.17496810915415
True,195.32320174323888
True,224.56950737913064
True,101.0605655868876
True,169.69145084631143
True,176.9949536096038
True,208.95645919617385
False,365.74066929536997
True,453.244388755301
True,561.5211887297602
True,575.7887380872127
True,622.4655696724054
True,639.3309626005392
False,793.778397877927
True,906.3431026581765
True,933.0512524847892
True,107.12126281234018
False,147.4478662381429
False,296.3817866478713
False,445.9954694837214
True,500.68081460147715
False,647.5270506973037
